Ro2020s021	Ro2020s035	Ro2020s001	Ro2020s003	Ro2020s022	Ro2020s028	Ro2020s012	Ro2020s002	Ro2020s008	Ro2020s026	Ro2020s024	Ro2020s037	Ro2020s016	Ro2020s004	Ro2020s019	Ro2020s029	Ro2020s031	Ro2020s027	Ro2020s009	Ro2020s039	Ro2020s010	Ro2020s030	Ro2020s013	Ro2020s020	Ro2020s007	Ro2020s017	Ro2020s014	Ro2020s023	Ro2020s015	Ro2020s033	Ro2020s025	Ro2020s038	Ro2020s011	Ro2020s018	Ro2020s006	Ro2020s005	Ro2020s036	Ro2020s032	Ro2020s034
0	0	32	0	0	0	0	7	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	0	0	2	0	0	13	0	94	2	0	0	15	0	5	80	0	9	17	0	6	0	22	64	97	4	4	0	8	0	3	0	11	8	3	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
21	0	9	7	6	0	0	0	3	2	3	0	18	5	20	12	0	15	0	0	0	0	4	54	0	0	0	6	0	0	12	0	0	18	10	14	0	0	0
202	6	36	15	69	76	9	0	52	30	20	4	122	15	138	240	0	123	28	0	37	0	38	180	52	19	6	37	7	0	9	0	43	160	60	75	4	3	21
9	0	0	0	0	6	0	0	0	0	9	0	0	0	2	0	0	4	3	0	0	0	0	11	0	0	0	3	0	0	4	0	3	9	6	8	0	0	0
0	0	2	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	12	0	0	0
2	0	2	0	5	0	0	0	0	2	2	0	0	0	0	4	0	3	0	0	0	2	2	5	0	0	0	5	0	0	0	0	0	3	2	2	0	0	0
33	0	0	0	0	6	0	0	0	7	0	5	11	0	0	25	0	7	0	0	0	0	0	28	0	0	0	0	0	9	3	0	0	0	6	0	8	5	0
1	2	0	0	0	10	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	8	0	0	0	0	0	7	0	0	0	0	0	0	2	3	0
2	0	0	0	0	0	0	0	0	5	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	1	1	0	0	0	5	0	0	0	0	0	2	3	0	0	0	0	1	0
0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0
2	0	0	0	0	19	0	0	0	16	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0
9	0	0	0	1	0	7	0	0	0	2	0	0	0	0	2	0	0	1	0	6	0	0	0	1	2	5	2	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	62	69	0	0	0
0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	1	0	1	0	3	0	4	0	3	6	2	0	0	0	0	2	2	0	0	0	0	0	0
0	0	0	0	10	4	0	0	0	2	0	0	0	0	0	13	0	4	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	64	0	0	0	0	0	3	0	7	2	0	0	0	0	0	0	2	0	2	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0
0	0	17	3	0	0	0	6	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	11	0	8	0	0	0	0	0	0	0	0	2	13	5	17	0	18	7	5	12	0	0	11	0	0	5	15	0	0	0	0	0	0
12	0	0	0	15	0	0	0	0	0	7	0	8	0	11	0	0	7	0	0	0	0	0	7	0	5	0	0	0	0	3	0	2	19	17	15	0	0	0
0	0	0	0	0	0	0	0	0	0	13	0	12	0	2	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	3	4	0	0	0
5	0	0	3	10	639	8	0	11	437	16	0	7	0	1	374	0	17	12	0	8	0	11	10	10	9	4	0	4	0	12	0	15	19	2	6	0	0	0
4	0	3	0	0	2	1	0	1	1	0	0	1	0	0	8	0	0	4	3	0	0	0	0	4	3	1	0	4	0	0	3	2	7	0	3	0	0	0
0	0	2	0	0	5	8	2	0	0	0	0	0	0	0	0	0	0	10	0	17	0	18	0	0	12	4	2	14	0	0	0	7	0	0	0	0	0	0
0	0	0	0	0	0	10	0	24	0	0	0	0	0	10	0	0	0	21	2	11	0	18	0	13	7	7	0	20	0	0	0	16	0	1	1	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
2	0	9	2	0	0	0	4	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0
21	0	0	0	24	0	0	0	2	0	0	0	0	0	24	0	0	0	0	0	0	0	0	13	1	0	0	8	0	0	0	0	0	22	0	2	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	4	2	0	0	0	0	0	0	3	3	0	1	0	0	0	0	0	0	0
2	0	0	0	0	0	4	0	7	0	0	0	0	0	2	0	0	0	10	0	6	0	2	0	6	2	3	0	8	0	0	0	5	0	0	0	0	3	0
0	0	0	0	0	12	0	0	0	2	0	0	7	4	0	4	7	6	0	0	0	6	0	0	0	0	0	0	0	16	3	0	0	2	4	6	0	6	3
0	0	0	0	0	0	7	0	6	3	0	0	0	0	0	5	0	4	10	0	15	4	11	4	5	8	4	2	11	0	0	0	10	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	3	2	0	0	3	0	2	0	0	0	0	0	0	0	0	0	5	0	1	0	4	0	3	0	0	0	0	2	0	4	6	0	0	0	0	0	0
0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	3	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	5	0	2	0	2	0	7	5	0	0	2	0	0	0	63	3	0	12	0	84	4	5	4	2	2	0	3	115	0	11	2	0	2	3	0	99	0
0	0	0	0	4	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	0	9	0	5	12	0	2	0	4	12	0	37	0	45	3	0	37	2	0	3	7	3	64	0	0	0	10	0	4	14	0	7	15	28	48	0	5	0
0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	8	0	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
6	0	2	0	0	2	0	0	0	0	0	0	2	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	9	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	4	0	0	0	0	0	6	0	0	5	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	7	5	0	2	0	0
0	0	0	0	0	2	0	0	0	0	0	0	5	0	5	3	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	5	2	0	0	0
3	5	8	2	0	3	0	0	3	0	0	2	0	5	0	2	23	0	0	0	0	26	3	4	3	0	0	0	0	3	0	0	0	0	0	0	2	3	16
0	0	1	0	0	3	5	0	14	0	0	0	0	6	0	2	0	5	24	18	10	0	20	3	14	8	0	0	17	3	0	17	12	0	0	0	0	4	0
15	0	0	3	2	5	3	0	3	6	0	0	6	0	14	2	0	3	9	0	7	0	11	4	4	4	3	4	0	0	0	0	5	3	0	2	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	7	0	0	0	0	0
0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0	0	0	0	0	2	0	0	2	0	0	0	4	0	0	0	0	4	1	0	0	0	2	6	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	6	0	6	4	0	0	0	0	0	6	0	0	11	0	12	5	17	2	7	3	4	0	9	3	0	0	10	0	0	0	0	4	2
0	0	2	0	0	6	15	0	22	6	0	0	0	0	0	0	2	2	26	10	31	5	13	0	5	13	6	0	21	0	0	17	39	0	0	0	0	0	0
1	0	8	2	9	21	44	0	21	28	2	0	15	6	17	12	8	0	56	24	49	5	60	0	19	41	13	10	63	8	3	47	46	25	5	6	0	11	0
9	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	8	0	0	2	0	0	12	0	0	0	0	0	0	2	0	0	2	0	3	0	0	0
0	0	4	3	0	0	16	3	32	5	0	0	6	4	0	0	3	0	19	0	42	4	47	0	30	20	15	0	28	11	0	3	29	0	0	0	2	6	0
7	0	0	0	2	10	11	0	12	8	4	0	35	0	33	25	0	25	28	7	16	2	26	20	20	10	11	6	22	0	0	14	23	22	9	41	0	2	0
0	0	0	0	0	13	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0
2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	5	6	0	7	9	5	17	0	0	0	4	0	0	8	9	1	4	0	10	4	12	1	26	6	4	0	0	5	0	2	0	0	0	0	0	0	0
0	0	0	0	0	3	0	0	3	3	0	0	0	0	0	0	0	0	4	0	1	0	0	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0
0	0	0	0	11	26	0	0	0	15	0	0	0	0	0	0	0	0	5	0	2	0	7	0	0	0	0	3	5	0	2	0	2	0	1	0	0	0	0
0	0	20	0	0	4	3	5	0	0	0	0	2	1	0	2	2	0	4	0	0	8	4	0	2	3	4	0	2	3	0	0	3	0	0	0	0	3	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
33	0	0	0	0	18	0	0	1	1	0	0	17	2	26	0	0	13	7	0	6	0	3	35	0	3	0	2	5	0	0	0	5	15	18	0	0	0	0
29	0	26	0	20	9	0	0	6	0	34	0	3	0	0	21	3	0	3	0	0	0	0	114	6	5	0	18	2	1	106	0	0	0	4	10	0	2	0
17	0	22	13	11	66	71	6	192	57	11	0	29	17	28	55	237	26	137	88	82	404	120	25	141	67	34	9	109	549	4	152	106	40	20	21	8	423	5
8	0	0	0	0	8	14	0	4	2	0	0	3	0	12	7	0	5	0	0	7	0	17	5	10	11	4	2	7	0	5	0	10	18	0	8	0	0	0
6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	9	0	3	0	17	4	0	0	0	0	9	0	30	0	0	14	27	0	33	0	23	0	2	12	9	7	11	0	0	0	15	56	31	43	0	0	0
0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	7	0	0	0	3	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0
8	0	0	0	0	0	29	0	39	3	0	0	10	0	7	19	0	22	63	2	60	0	52	6	46	31	10	0	37	0	0	0	38	4	6	6	0	0	0
4	0	0	0	2	0	0	0	0	0	0	0	0	0	4	37	0	6	0	0	0	0	0	4	0	0	0	3	0	0	0	3	1	0	2	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	15	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	0	0	0	7	9	19	0	48	2	10	0	21	0	32	21	0	15	56	0	50	0	34	10	47	18	10	0	40	0	6	0	32	45	8	15	0	0	0
0	0	0	0	0	25	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	4	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
55	0	0	0	18	38	0	0	4	10	18	0	11	0	39	17	0	7	5	0	3	0	6	41	0	1	0	16	0	0	16	2	6	22	24	17	0	0	0
7	0	2	0	0	0	2	2	0	3	8	0	0	0	0	3	0	2	0	0	2	0	0	2	0	0	0	0	0	0	6	0	0	12	2	7	0	0	0
41	0	6	0	0	18	0	4	3	3	2	0	0	7	4	0	0	5	1	0	2	0	0	0	0	0	0	0	4	0	5	0	2	16	4	10	0	0	0
0	0	0	0	0	0	6	0	3	3	0	0	0	0	0	0	0	2	1	5	6	0	9	0	0	4	0	0	2	0	0	3	5	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
305	2	8	5	12	213	94	0	111	107	13	0	35	4	54	393	0	51	101	8	131	3	102	363	87	100	24	10	159	6	4	17	141	48	25	37	2	3	0
0	0	5	0	0	5	11	0	14	0	0	0	0	5	0	0	7	0	24	19	21	7	16	0	5	12	9	0	10	3	0	34	15	0	0	0	0	2	0
22	0	7	3	69	0	3	0	0	0	64	0	10	0	40	42	0	14	0	0	3	0	0	20	0	0	0	63	0	0	58	0	2	46	14	10	0	0	0
0	0	2	4	12	6	0	0	0	5	17	0	38	4	5	5	0	22	0	0	0	1	0	0	0	0	0	3	0	0	16	0	0	11	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0
0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	0	5	0	9	8	76	0	141	6	0	2	38	3	27	35	0	37	135	10	118	0	139	48	110	96	49	0	128	0	0	9	125	10	31	31	0	0	3
0	0	4	0	3	0	0	0	0	0	0	0	3	0	5	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	5	0	3	6	5	0	0	0	0
8	0	0	0	4	0	0	0	0	0	7	0	0	0	2	7	0	0	0	0	0	0	0	11	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0
6	0	4	0	0	0	8	0	4	0	0	0	5	0	2	0	0	2	1	0	15	4	13	1	12	12	0	0	1	0	0	0	6	3	3	0	0	0	0
0	0	0	0	0	6	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	10	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	12	6	0	5	0	3	2	2	0	4	0	0	22	2	0	0	0	0	0	0
2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0	0	0	0	3	0	5	0	4	0	0	0	0	0	0	6	0	0	5	0	8	0	7	0	0	2	3	0	4	0	0	0	8	0	0	0	0	0	0
0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	2	0	19	0	0	0	0	0	0	0	0	0	0	24	0	5	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0
0	0	0	0	0	0	2	0	7	0	0	0	0	2	0	0	0	0	9	15	1	0	7	0	4	5	1	0	4	0	0	38	10	0	0	0	0	2	0
0	0	6	0	10	10	0	3	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	7	0
0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	4	3	0	0	0	0	2	0	0	2	0	0	7	4	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	4	6	0	4	0	0	0	0	0	2	0	0	0	18	0	13	0	16	4	4	11	9	0	3	0	0	0	13	0	0	0	0	0	0
4	0	0	0	0	3	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
7	0	8	2	2	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0
3	0	0	0	0	48	2	0	3	16	0	0	3	0	6	13	0	8	0	0	0	0	0	0	2	2	0	0	0	0	2	0	3	2	0	0	0	0	0
0	0	2	2	0	3	5	0	6	0	0	0	3	0	0	4	4	2	8	3	7	2	8	0	4	5	0	0	0	4	0	0	8	0	0	3	0	2	0
12	0	0	3	0	0	0	4	1	3	6	0	4	4	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	10	4	0	4	0	0	2	0	0	0	2	0	6	5	0	0	0	0	0	0
8	0	4	9	4	37	25	4	29	12	0	0	4	3	4	16	0	10	43	21	69	0	50	10	15	37	25	2	35	0	1	30	64	11	3	0	0	0	0
0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	12	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0
14	0	4	0	0	10	0	0	0	16	0	4	0	0	0	28	0	1	0	0	0	0	0	46	0	2	0	0	0	11	2	0	0	0	0	1	4	1	3
7	0	3	3	0	0	3	0	0	0	2	0	15	2	10	0	0	17	0	0	3	0	0	6	0	0	0	2	0	0	9	0	0	14	11	7	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	2	2	5	0	0	2	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	6	6	2	0	0	0
8	0	7	0	7	4	7	0	4	5	23	0	2	2	12	0	0	3	5	0	5	0	6	2	4	4	2	21	7	0	32	0	8	5	9	5	0	0	0
6	0	4	2	1	6	91	0	124	8	3	0	26	2	11	23	0	14	125	0	133	0	75	21	121	69	23	0	66	0	9	0	141	3	4	5	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
12	0	0	0	0	0	7	0	0	0	0	0	11	0	16	0	0	4	3	0	9	0	15	12	1	2	0	0	10	0	0	0	6	5	2	6	0	0	0
0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	4	0	0	2	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	1	2	0	0	0
18	0	18	0	110	24	0	4	0	0	95	0	8	0	25	38	0	0	0	0	0	0	0	36	0	0	0	43	0	3	40	0	0	27	10	13	0	0	0
5	0	2	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	2	0	0	0	0	0	0	5	3	3	0	0	0	0	0
0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
2	0	0	0	0	0	5	0	2	0	0	0	0	0	0	2	0	0	4	1	0	0	3	0	0	4	6	0	0	0	0	1	13	0	0	0	0	0	0
0	2	0	0	0	3	0	0	0	2	0	0	0	0	0	0	42	0	0	0	0	76	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0
0	0	0	0	0	10	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	5	2	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	3	0	0	6	20	0	34	7	0	0	7	9	3	2	4	4	31	15	25	7	25	0	22	17	5	0	15	13	0	51	34	6	0	2	0	12	0
28	0	2	0	102	48	1	0	0	29	253	2	17	0	26	92	10	18	6	0	5	12	2	27	6	5	0	89	6	12	319	0	0	12	0	3	5	13	7
0	0	0	0	0	2	0	0	0	11	0	0	0	3	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	5	7	0	1	0
0	0	2	0	0	4	6	0	2	0	0	0	0	0	0	2	0	0	8	0	10	0	10	0	0	2	3	0	5	0	0	0	7	3	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	5	0	8	14	22	0	30	4	0	0	2	0	0	4	6	0	32	4	25	0	39	0	37	28	10	5	32	0	0	0	39	7	0	2	0	0	0
0	0	0	2	0	7	3	0	4	4	0	0	0	0	0	6	0	7	11	0	0	2	13	3	4	9	0	3	0	0	0	0	0	5	0	0	0	0	0
8	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	0	0	0	0	0	20	0	0	0	0	0	0	4	0	0	7	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	8	2	0	3	0	0	0	15	0	0	3	0	9	5	0	0	0	0	5	0	0	0	3	0	0	0	0	2	6	3	9	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	5	3	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	6	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
0	0	0	0	5	7	0	0	0	0	6	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	4	0	2	25	0	0	0	6	5	0	0	2
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	2	0	2	6	0	8	0	0	0	0	0	0	0	0	0	13	0	12	0	15	0	2	3	6	0	7	0	0	0	13	0	0	0	0	0	0
3	0	0	0	9	0	0	0	0	0	4	0	0	0	2	2	0	2	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0
4	0	9	3	13	4	0	3	0	8	8	0	6	2	13	3	0	4	0	0	0	0	0	4	0	0	0	15	0	0	4	0	0	8	3	8	0	0	0
